,SEMESTER,SPRADDR_ZIP_PR,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
2957,Fall 2014,96704,Windward Community College,1,2014
2960,Fall 2014,96817,University of Hawai`i - West O`ahu,6,2014
2965,Fall 2014,96720,University of Hawai`i Maui College,10,2014
2966,Fall 2014,96795,Windward Community College,2,2014
2967,Fall 2014,96790,Leeward Community College,1,2014
2968,Fall 2014,96821,University of Hawai`i Maui College,2,2014
2987,Fall 2014,96746,Kaua`i Community College,1,2014
2988,Fall 2014,96734,Windward Community College,7,2014
2989,Fall 2014,98467,University of Hawai`i at Hilo,1,2014
2999,Fall 2014,96716,Kaua`i Community College,12,2014
3007,Fall 2014,98042,University of Hawai`i at Manoa,1,2014
3012,Fall 2014,96795,University of Hawai`i Maui College,3,2014
3024,Fall 2014,92054,University of Hawai`i at Hilo,1,2014
3033,Fall 2014,96734,Windward Community College,1,2014
3045,Fall 2014,96750,University of Hawai`i at Hilo,1,2014
3052,Fall 2014,96766,Kaua`i Community College,1,2014
3056,Fall 2014,94112,University of Hawai`i at Manoa,1,2014
3065,Fall 2014,60060,University of Hawai`i at Manoa,1,2014
3066,Fall 2014,96795,University of Hawai`i at Hilo,6,2014
3086,Fall 2014,98387,University of Hawai`i at Manoa,1,2014
3091,Fall 2014,96819-1404,Kapi`olani Community College,1,2014
3115,Fall 2014,96797,University of Hawai`i - West O`ahu,1,2014
3117,Fall 2014,96815,University of Hawai`i at Manoa,2,2014
3118,Fall 2014,96734,University of Hawai`i at Manoa,6,2014
3123,Fall 2014,96738,University of Hawai`i at Hilo,7,2014
3124,Fall 2014,96796,University of Hawai`i - West O`ahu,2,2014
3129,Fall 2014,96732,Windward Community College,5,2014
3137,Fall 2014,96716,University of Hawai`i at Hilo,1,2014
3158,Fall 2014,96720,Kaua`i Community College,1,2014
3159,Fall 2014,96732,University of Hawai`i Maui College,1,2014
3161,Fall 2014,96762,Hawai`i Community College,1,2014
3170,Fall 2014,96744,University of Hawai`i - West O`ahu,1,2014
3172,Fall 2014,96744,Leeward Community College,1,2014
3175,Fall 2014,96789,University of Hawai`i - West O`ahu,1,2014
3197,Fall 2014,94539,University of Hawai`i at Manoa,1,2014
3221,Fall 2014,96734,Windward Community College,3,2014
3223,Fall 2014,96743,Hawai`i Community College,2,2014
3232,Fall 2014,96822-4129,University of Hawai`i at Manoa,1,2014
3235,Fall 2014,96706,Hawai`i Community College,2,2014
3257,Fall 2014,96795-1209,Windward Community College,1,2014
3258,Fall 2014,96792,Kapi`olani Community College,1,2014
3259,Fall 2014,96778,University of Hawai`i Maui College,1,2014
3271,Fall 2014,96743-1604,University of Hawai`i at Hilo,1,2014
3272,Fall 2014,98027,University of Hawai`i at Manoa,1,2014
3281,Fall 2014,96813,Kapi`olani Community College,1,2014
3298,Fall 2014,96816,Honolulu Community College,1,2014
3310,Fall 2014,96792,Kaua`i Community College,2,2014
3319,Fall 2014,96818,University of Hawai`i at Manoa,2,2014
3327,Fall 2014,92675,University of Hawai`i at Manoa,1,2014
3334,Fall 2014,97035,University of Hawai`i at Hilo,1,2014
3349,Fall 2014,96815,Kapi`olani Community College,1,2014
3355,Fall 2014,96738,Leeward Community College,1,2014
3357,Fall 2014,95824,University of Hawai`i at Manoa,1,2014
3364,Fall 2014,96786,University of Hawai`i Maui College,1,2014
3374,Fall 2014,96816,Kapi`olani Community College,4,2014
3379,Fall 2014,92694,University of Hawai`i at Manoa,1,2014
3381,Fall 2014,96791,Kapi`olani Community College,2,2014
3385,Fall 2014,95050,University of Hawai`i at Manoa,2,2014
3386,Fall 2014,92592,University of Hawai`i at Hilo,1,2014
3408,Fall 2014,96725,University of Hawai`i at Hilo,1,2014
3417,Fall 2014,89052,University of Hawai`i at Manoa,1,2014
3429,Fall 2014,96763,University of Hawai`i - West O`ahu,1,2014
3457,Fall 2014,90620,University of Hawai`i at Manoa,1,2014
3462,Fall 2014,96718,University of Hawai`i at Hilo,2,2014
3464,Fall 2014,95687,Hawai`i Community College,1,2014
3467,Fall 2014,96746,University of Hawai`i at Manoa,2,2014
3474,Fall 2014,96713,Leeward Community College,2,2014
3476,Fall 2014,96712,University of Hawai`i Maui College,1,2014
3490,Fall 2014,96792,Honolulu Community College,4,2014
3496,Fall 2014,96757,Windward Community College,2,2014
3501,Fall 2014,98374,University of Hawai`i at Manoa,1,2014
3532,Fall 2014,96744-3428,Windward Community College,1,2014
3547,Fall 2014,96821,Kapi`olani Community College,1,2014
3560,Fall 2014,96707,Honolulu Community College,1,2014
3564,Fall 2014,95628,University of Hawai`i at Manoa,1,2014
3569,Fall 2014,96707,Kaua`i Community College,1,2014
3576,Fall 2014,96768-8003,University of Hawai`i Maui College,1,2014
3580,Fall 2014,99301,University of Hawai`i at Manoa,1,2014
3582,Fall 2014,96789,Honolulu Community College,1,2014
3593,Fall 2014,96706,Honolulu Community College,1,2014
3603,Fall 2014,96752,Kaua`i Community College,1,2014
3612,Fall 2014,98333,University of Hawai`i at Manoa,1,2014
3613,Fall 2014,92040,University of Hawai`i at Manoa,1,2014
3625,Fall 2014,96744,University of Hawai`i - West O`ahu,1,2014
3630,Fall 2014,96779,Leeward Community College,1,2014
3634,Fall 2014,96810,Leeward Community College,1,2014
3636,Fall 2014,96766,Leeward Community College,5,2014
3639,Fall 2014,96706,Leeward Community College,4,2014
3648,Fall 2014,96826,Windward Community College,2,2014
3659,Fall 2014,96720,Kaua`i Community College,1,2014
3670,Fall 2014,92104,University of Hawai`i at Hilo,1,2014
3681,Fall 2014,90703,University of Hawai`i at Hilo,1,2014
3685,Fall 2014,96727,Hawai`i Community College,1,2014
3686,Fall 2014,96761,Hawai`i Community College,3,2014
3721,Fall 2014,96792,University of Hawai`i - West O`ahu,1,2014
3727,Fall 2014,48104,Leeward Community College,1,2014
3728,Fall 2014,96768,Kapi`olani Community College,1,2014
3739,Fall 2014,27597,University of Hawai`i at Manoa,1,2014
3740,Fall 2014,91377,University of Hawai`i at Manoa,1,2014
3749,Fall 2014,96701-3571,Hawai`i Community College,1,2014
3754,Fall 2014,96760,Hawai`i Community College,1,2014
3766,Fall 2014,96791,Windward Community College,1,2014
3795,Fall 2014,96797,University of Hawai`i at Manoa,1,2014
3803,Fall 2014,96730,Honolulu Community College,1,2014
3829,Fall 2014,85326,University of Hawai`i at Hilo,1,2014
3843,Fall 2014,93004,University of Hawai`i at Manoa,1,2014
3863,Fall 2014,96817,Kapi`olani Community College,1,2014
3868,Fall 2014,96792-3313,Leeward Community College,1,2014
3869,Fall 2014,96816,Honolulu Community College,2,2014
3870,Fall 2014,99801,Hawai`i Community College,1,2014
3871,Fall 2014,96837,University of Hawai`i - West O`ahu,1,2014
3878,Fall 2014,96720-5074,Hawai`i Community College,1,2014
3885,Fall 2014,96789,Kapi`olani Community College,1,2014
3896,Fall 2014,96744,University of Hawai`i at Manoa,1,2014
3903,Fall 2014,96792,Honolulu Community College,1,2014
3904,Fall 2014,96755,Windward Community College,1,2014
3906,Fall 2014,96701,University of Hawai`i at Manoa,1,2014
3910,Fall 2014,96720-3145,University of Hawai`i at Hilo,1,2014
3928,Fall 2014,92203,University of Hawai`i at Manoa,1,2014
3943,Fall 2015,96822,University of Hawai`i at Manoa,108,2015
3945,Fall 2015,96789,Honolulu Community College,1,2015
3950,Fall 2015,96712,Windward Community College,1,2015
3952,Fall 2015,96720,Leeward Community College,10,2015
3953,Fall 2015,96826,Hawai`i Community College,1,2015
3954,Fall 2015,96707,University of Hawai`i at Hilo,18,2015
3955,Fall 2015,96813,University of Hawai`i at Manoa,63,2015
3970,Fall 2015,96816,Kapi`olani Community College,161,2015
3976,Fall 2015,96746,Kaua`i Community College,110,2015
3979,Fall 2015,96765,Kaua`i Community College,15,2015
3985,Fall 2015,96786,Leeward Community College,83,2015
3986,Fall 2015,96819,Windward Community College,1,2015
3993,Fall 2015,96817,Windward Community College,11,2015
4002,Fall 2015,94583,University of Hawai`i at Manoa,3,2015
4011,Fall 2015,96753 ,University of Hawai`i Maui College,1,2015
4013,Fall 2015,96750,University of Hawai`i at Manoa,13,2015
4015,Fall 2015,96729,University of Hawai`i Maui College,21,2015
4017,Fall 2015,96744,Leeward Community College,34,2015
4018,Fall 2015,96712,University of Hawai`i at Manoa,10,2015
4034,Fall 2015,96799,Kapi`olani Community College,1,2015
4035,Fall 2015,96814,University of Hawai`i at Manoa,14,2015
4045,Fall 2015,96721,University of Hawai`i at Hilo,18,2015
4047,Fall 2015,96773,Hawai`i Community College,2,2015
4049,Fall 2015,96734,University of Hawai`i at Manoa,5,2015
4051,Fall 2015,96749,University of Hawai`i at Hilo,3,2015
4057,Fall 2015,96720,University of Hawai`i - West O`ahu,6,2015
4059,Fall 2015,96765,Hawai`i Community College,2,2015
4060,Fall 2015,96795,Leeward Community College,3,2015
4062,Fall 2015,96701,Honolulu Community College,1,2015
4064,Fall 2015,92557,University of Hawai`i Maui College,1,2015
4066,Fall 2015,96782,University of Hawai`i - West O`ahu,1,2015
4070,Fall 2015,96704,Hawai`i Community College,22,2015
4076,Fall 2015,96752,University of Hawai`i at Manoa,7,2015
4079,Fall 2015,96817,University of Hawai`i - West O`ahu,6,2015
4086,Fall 2015,96744-2792,Windward Community College,2,2015
4088,Fall 2015,96733,University of Hawai`i Maui College,23,2015
4102,Fall 2015,96788,University of Hawai`i Maui College,9,2015
4108,Fall 2015,96744,Windward Community College,10,2015
4130,Fall 2015,55901,University of Hawai`i at Manoa,1,2015
4131,Fall 2015,96792,Leeward Community College,1,2015
4134,Fall 2015,96797,Honolulu Community College,7,2015
4150,Fall 2015,96795,Honolulu Community College,28,2015
4171,Fall 2015,96797,University of Hawai`i - West O`ahu,46,2015
4177,Fall 2015,96734,Honolulu Community College,2,2015
4183,Fall 2015,99689,University of Hawai`i at Manoa,1,2015
4190,Fall 2015,96786,Honolulu Community College,1,2015
4193,Fall 2015,96740,University of Hawai`i at Manoa,20,2015
4194,Fall 2015,93312,University of Hawai`i at Manoa,1,2015
4205,Fall 2015,96748,Hawai`i Community College,5,2015
4209,Fall 2015,96748,University of Hawai`i Maui College,62,2015
4213,Fall 2015,96762,Windward Community College,13,2015
4214,Fall 2015,96732,Honolulu Community College,6,2015
4218,Fall 2015,90505,University of Hawai`i at Manoa,1,2015
4223,Fall 2015,96753,University of Hawai`i at Manoa,7,2015
4226,Fall 2015,96816,Kapi`olani Community College,3,2015
4228,Fall 2015,96821,Kapi`olani Community College,44,2015
4229,Fall 2015,96705,Kaua`i Community College,11,2015
4244,Fall 2015,96701,Leeward Community College,3,2015
4257,Fall 2015,96772,Hawai`i Community College,12,2015
4262,Fall 2015,96756,Kapi`olani Community College,3,2015
4267,Fall 2015,96768,Kapi`olani Community College,4,2015
4271,Fall 2015,08226,University of Hawai`i at Manoa,1,2015
4280,Fall 2015,96793,University of Hawai`i Maui College,4,2015
4281,Fall 2015,94080,University of Hawai`i at Manoa,2,2015
4283,Fall 2015,96734,Windward Community College,3,2015
4290,Fall 2015,96706,Honolulu Community College,3,2015
4293,Fall 2015,13616,University of Hawai`i at Hilo,1,2015
4298,Fall 2015,96717,Kapi`olani Community College,4,2015
4306,Fall 2015,96820,Kapi`olani Community College,2,2015
4311,Fall 2015,96734,University of Hawai`i at Hilo,9,2015
4318,Fall 2015,90265,University of Hawai`i at Manoa,1,2015
4323,Fall 2015,94533,University of Hawai`i at Manoa,1,2015
4325,Fall 2015,93066,University of Hawai`i at Manoa,1,2015
4343,Fall 2015,19709,University of Hawai`i at Hilo,1,2015
4345,Fall 2015,96789,Kapi`olani Community College,3,2015
4351,Fall 2015,32224,University of Hawai`i at Hilo,1,2015
4353,Fall 2015,96746,Windward Community College,4,2015
4354,Fall 2015,96789,University of Hawai`i at Manoa,1,2015
4355,Fall 2015,96766,University of Hawai`i - West O`ahu,10,2015
4360,Fall 2015,96781,Hawai`i Community College,12,2015
4361,Fall 2015,96720,Hawai`i Community College,8,2015
4364,Fall 2015,96730,Kapi`olani Community College,1,2015
4367,Fall 2015,92010,University of Hawai`i at Hilo,1,2015
4369,Fall 2015,96823,Kapi`olani Community College,5,2015
4370,Fall 2015,96819,Honolulu Community College,5,2015
4375,Fall 2015,96755,Kapi`olani Community College,1,2015
4380,Fall 2015,96768,Honolulu Community College,1,2015
4383,Fall 2015,96826,University of Hawai`i - West O`ahu,1,2015
4384,Fall 2015,96767,University of Hawai`i Maui College,3,2015
4385,Fall 2015,96815,University of Hawai`i at Hilo,1,2015
4387,Fall 2015,96821,Windward Community College,5,2015
4388,Fall 2015,96816,Kapi`olani Community College,4,2015
4389,Fall 2015,96741,University of Hawai`i at Hilo,1,2015
4395,Fall 2015,96797,University of Hawai`i at Hilo,8,2015
4398,Fall 2015,96784,University of Hawai`i at Manoa,1,2015
4403,Fall 2015,96778,Hawai`i Community College,2,2015
4410,Fall 2015,96707,University of Hawai`i at Manoa,1,2015
4413,Fall 2015,94564,University of Hawai`i at Manoa,1,2015
4415,Fall 2015,96761-1313,University of Hawai`i Maui College,1,2015
4425,Fall 2015,94545,Kapi`olani Community College,1,2015
4426,Fall 2015,85296,Kapi`olani Community College,1,2015
4435,Fall 2015,96725,University of Hawai`i Maui College,1,2015
4443,Fall 2015,96792,Leeward Community College,1,2015
4444,Fall 2015,96796,Leeward Community College,4,2015
4467,Fall 2015,96760,Hawai`i Community College,1,2015
4470,Fall 2015,92109,University of Hawai`i at Manoa,1,2015
4503,Fall 2015,91326,University of Hawai`i at Manoa,1,2015
4505,Fall 2015,96792,Kapi`olani Community College,1,2015
4507,Fall 2015,96822,University of Hawai`i at Hilo,4,2015
4508,Fall 2015,96782,University of Hawai`i at Manoa,2,2015
4513,Fall 2015,96799,University of Hawai`i at Hilo,2,2015
4525,Fall 2015,59911,Leeward Community College,1,2015
4533,Fall 2015,96720,University of Hawai`i at Hilo,1,2015
4541,Fall 2015,96709,University of Hawai`i - West O`ahu,2,2015
4543,Fall 2015,96826,Windward Community College,1,2015
4547,Fall 2015,96734,Kapi`olani Community College,1,2015
4549,Fall 2015,96716,Kapi`olani Community College,1,2015
4553,Fall 2015,96779,University of Hawai`i at Hilo,2,2015
4562,Fall 2015,96777,University of Hawai`i at Hilo,4,2015
4564,Fall 2015,96768,University of Hawai`i Maui College,1,2015
4566,Fall 2015,96768,University of Hawai`i - West O`ahu,5,2015
4568,Fall 2015,27921,University of Hawai`i at Manoa,1,2015
4569,Fall 2015,96748,Honolulu Community College,5,2015
4572,Fall 2015,96744,University of Hawai`i - West O`ahu,1,2015
4575,Fall 2015,96752,Windward Community College,1,2015
4577,Fall 2015,98226,University of Hawai`i - West O`ahu,1,2015
4578,Fall 2015,96816,Honolulu Community College,1,2015
4591,Fall 2015,96720,University of Hawai`i Maui College,4,2015
4594,Fall 2015,97333,Windward Community College,1,2015
4596,Fall 2015,98362,University of Hawai`i at Manoa,1,2015
4621,Fall 2015,90745,University of Hawai`i at Manoa,4,2015
4631,Fall 2015,96768,University of Hawai`i Maui College,1,2015
4641,Fall 2015,96743,Honolulu Community College,2,2015
4642,Fall 2015,96743,Leeward Community College,4,2015
4644,Fall 2015,97405,University of Hawai`i at Manoa,1,2015
4649,Fall 2015,96754,Kaua`i Community College,1,2015
4651,Fall 2015,89183,University of Hawai`i - West O`ahu,1,2015
4659,Fall 2015,96792,Leeward Community College,1,2015
4662,Fall 2015,94582,University of Hawai`i at Manoa,1,2015
4666,Fall 2015,96752 ,Hawai`i Community College,1,2015
4667,Fall 2015,97322,University of Hawai`i - West O`ahu,1,2015
4669,Fall 2015,96826,University of Hawai`i at Manoa,1,2015
4673,Fall 2015,96782,Kapi`olani Community College,2,2015
4680,Fall 2015,84098,University of Hawai`i at Manoa,1,2015
4681,Fall 2015,96789,University of Hawai`i - West O`ahu,2,2015
4688,Fall 2015,96817,University of Hawai`i at Manoa,2,2015
4697,Fall 2015,96734,Hawai`i Community College,3,2015
4698,Fall 2015,91730,University of Hawai`i at Manoa,1,2015
4699,Fall 2015,96789,University of Hawai`i Maui College,1,2015
4720,Fall 2015,07960,University of Hawai`i at Manoa,1,2015
4721,Fall 2015,96757,Honolulu Community College,1,2015
4725,Fall 2015,96706,University of Hawai`i - West O`ahu,1,2015
4729,Fall 2015,96747,Kapi`olani Community College,1,2015
4732,Fall 2015,96771,Kaua`i Community College,1,2015
4742,Fall 2015,96810,Honolulu Community College,1,2015
4745,Fall 2015,96748,Kapi`olani Community College,1,2015
4747,Fall 2015,96701,University of Hawai`i - West O`ahu,1,2015
4753,Fall 2015,96778,University of Hawai`i - West O`ahu,1,2015
4755,Fall 2015,96749,Windward Community College,2,2015
4757,Fall 2015,96821,University of Hawai`i at Manoa,1,2015
4760,Fall 2015,96732,University of Hawai`i at Manoa,1,2015
4761,Fall 2015,96740,Hawai`i Community College,1,2015
4773,Fall 2015,93940,University of Hawai`i at Manoa,1,2015
4776,Fall 2015,93551,Leeward Community College,1,2015
4778,Fall 2015,33326,University of Hawai`i at Manoa,1,2015
4780,Fall 2015,96744,Honolulu Community College,1,2015
4782,Fall 2015,96792,University of Hawai`i - West O`ahu,1,2015
4797,Fall 2015,49740,University of Hawai`i at Hilo,1,2015
4802,Fall 2015,99685,University of Hawai`i at Manoa,1,2015
4831,Fall 2015,95376,University of Hawai`i at Manoa,1,2015
4838,Fall 2015,96789,Leeward Community College,1,2015
4842,Fall 2015,95050,University of Hawai`i at Manoa,1,2015
4857,Fall 2015,96815,Windward Community College,3,2015
4864,Fall 2015,96731,University of Hawai`i at Manoa,1,2015
4867,Fall 2015,96818,University of Hawai`i at Manoa,1,2015
4869,Fall 2015,96703,Kapi`olani Community College,2,2015
4878,Fall 2015,96782-1405,Leeward Community College,1,2015
4879,Fall 2015,96782-1405,University of Hawai`i - West O`ahu,1,2015
4886,Fall 2015,96725,Kapi`olani Community College,1,2015
4888,Fall 2015,98252,Kapi`olani Community College,1,2015
4891,Fall 2015,96732,University of Hawai`i - West O`ahu,1,2015
4896,Fall 2015,96734,Kapi`olani Community College,1,2015
4898,Fall 2015,96761,University of Hawai`i at Manoa,1,2015
4900,Fall 2015,96729,Leeward Community College,1,2015
4908,Fall 2015,96814-3214,Kapi`olani Community College,1,2015
4913,Fall 2015,93940,University of Hawai`i at Manoa,1,2015
4919,Fall 2015,96765,University of Hawai`i - West O`ahu,2,2015
